workflow_type,task_category,task_instances,workflows_with_this_task
epigenomics,sol2sanger_sol2sanger_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_1_sequence_5,12,12
epigenomics,sol2sanger_sol2sanger_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_1_sequence_6,12,12
epigenomics,sol2sanger_sol2sanger_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_1_sequence_7,12,12
epigenomics,sol2sanger_sol2sanger_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_1_sequence_8,12,12
epigenomics,sol2sanger_sol2sanger_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_1_sequence_9,12,12
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_3_sequence_1,10,10
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_3_sequence_10,10,10
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_3_sequence_11,10,10
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_3_sequence_12,10,10
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_3_sequence_13,10,10
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_3_sequence_14,10,10
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_3_sequence_15,10,10
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_3_sequence_16,10,10
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_3_sequence_17,10,10
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_3_sequence_18,10,10
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_3_sequence_19,10,10
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_3_sequence_2,10,10
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_3_sequence_20,10,10
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_3_sequence_21,10,10
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_3_sequence_22,10,10
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_3_sequence_23,10,10
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_3_sequence_24,10,10
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_3_sequence_25,10,10
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_3_sequence_26,10,10
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_3_sequence_27,10,10
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_3_sequence_28,10,10
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_3_sequence_3,10,10
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_3_sequence_4,10,10
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_3_sequence_5,10,10
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_3_sequence_6,10,10
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_3_sequence_7,10,10
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_3_sequence_8,10,10
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_3_sequence_9,10,10
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_3_sequence_1,10,10
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_3_sequence_10,10,10
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_3_sequence_11,10,10
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_3_sequence_12,10,10
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_3_sequence_13,10,10
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_3_sequence_14,10,10
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_3_sequence_15,10,10
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_3_sequence_16,10,10
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_3_sequence_17,10,10
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_3_sequence_18,10,10
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_3_sequence_19,10,10
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_3_sequence_2,10,10
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_3_sequence_20,10,10
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_3_sequence_21,10,10
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_3_sequence_22,10,10
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_3_sequence_23,10,10
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_3_sequence_24,10,10
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_3_sequence_25,10,10
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_3_sequence_26,10,10
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_3_sequence_27,10,10
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_3_sequence_28,10,10
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_3_sequence_3,10,10
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_3_sequence_4,10,10
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_3_sequence_5,10,10
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_3_sequence_6,10,10
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_3_sequence_7,10,10
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_3_sequence_8,10,10
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_3_sequence_9,10,10
epigenomics,map_map_hep2_msp1_digests_s_3_sequence_1,10,10
epigenomics,map_map_hep2_msp1_digests_s_3_sequence_10,10,10
epigenomics,map_map_hep2_msp1_digests_s_3_sequence_11,10,10
epigenomics,map_map_hep2_msp1_digests_s_3_sequence_12,10,10
epigenomics,map_map_hep2_msp1_digests_s_3_sequence_13,10,10
epigenomics,map_map_hep2_msp1_digests_s_3_sequence_14,10,10
epigenomics,map_map_hep2_msp1_digests_s_3_sequence_15,10,10
epigenomics,map_map_hep2_msp1_digests_s_3_sequence_16,10,10
epigenomics,map_map_hep2_msp1_digests_s_3_sequence_17,10,10
epigenomics,map_map_hep2_msp1_digests_s_3_sequence_18,10,10
epigenomics,map_map_hep2_msp1_digests_s_3_sequence_19,10,10
epigenomics,map_map_hep2_msp1_digests_s_3_sequence_2,10,10
epigenomics,map_map_hep2_msp1_digests_s_3_sequence_20,10,10
epigenomics,map_map_hep2_msp1_digests_s_3_sequence_21,10,10
epigenomics,map_map_hep2_msp1_digests_s_3_sequence_22,10,10
epigenomics,map_map_hep2_msp1_digests_s_3_sequence_23,10,10
epigenomics,map_map_hep2_msp1_digests_s_3_sequence_24,10,10
epigenomics,map_map_hep2_msp1_digests_s_3_sequence_25,10,10
epigenomics,map_map_hep2_msp1_digests_s_3_sequence_26,10,10
epigenomics,map_map_hep2_msp1_digests_s_3_sequence_27,10,10
epigenomics,map_map_hep2_msp1_digests_s_3_sequence_28,10,10
epigenomics,map_map_hep2_msp1_digests_s_3_sequence_3,10,10
epigenomics,map_map_hep2_msp1_digests_s_3_sequence_4,10,10
epigenomics,map_map_hep2_msp1_digests_s_3_sequence_5,10,10
epigenomics,map_map_hep2_msp1_digests_s_3_sequence_6,10,10
epigenomics,map_map_hep2_msp1_digests_s_3_sequence_7,10,10
epigenomics,map_map_hep2_msp1_digests_s_3_sequence_8,10,10
epigenomics,map_map_hep2_msp1_digests_s_3_sequence_9,10,10
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_3_sequence_1,10,10
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_3_sequence_10,10,10
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_3_sequence_11,10,10
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_3_sequence_12,10,10
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_3_sequence_13,10,10
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_3_sequence_14,10,10
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_3_sequence_15,10,10
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_3_sequence_16,10,10
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_3_sequence_17,10,10
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_3_sequence_18,10,10
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_3_sequence_19,10,10
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_3_sequence_2,10,10
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_3_sequence_20,10,10
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_3_sequence_21,10,10
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_3_sequence_22,10,10
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_3_sequence_23,10,10
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_3_sequence_24,10,10
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_3_sequence_25,10,10
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_3_sequence_26,10,10
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_3_sequence_27,10,10
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_3_sequence_28,10,10
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_3_sequence_3,10,10
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_3_sequence_4,10,10
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_3_sequence_5,10,10
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_3_sequence_6,10,10
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_3_sequence_7,10,10
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_3_sequence_8,10,10
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_3_sequence_9,10,10
epigenomics,fast2bfq_fast2bfq_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_1,10,10
epigenomics,fast2bfq_fast2bfq_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_10,10,10
epigenomics,fast2bfq_fast2bfq_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_11,10,10
epigenomics,fast2bfq_fast2bfq_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_12,10,10
epigenomics,fast2bfq_fast2bfq_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_13,10,10
epigenomics,fast2bfq_fast2bfq_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_14,10,10
epigenomics,fast2bfq_fast2bfq_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_15,10,10
epigenomics,fast2bfq_fast2bfq_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_16,10,10
epigenomics,fast2bfq_fast2bfq_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_17,10,10
epigenomics,fast2bfq_fast2bfq_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_18,10,10
epigenomics,fast2bfq_fast2bfq_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_19,10,10
epigenomics,fast2bfq_fast2bfq_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_2,10,10
epigenomics,fast2bfq_fast2bfq_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_20,10,10
epigenomics,fast2bfq_fast2bfq_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_21,10,10
epigenomics,fast2bfq_fast2bfq_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_22,10,10
epigenomics,fast2bfq_fast2bfq_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_23,10,10
epigenomics,fast2bfq_fast2bfq_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_24,10,10
epigenomics,fast2bfq_fast2bfq_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_25,10,10
epigenomics,fast2bfq_fast2bfq_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_26,10,10
epigenomics,fast2bfq_fast2bfq_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_27,10,10
epigenomics,fast2bfq_fast2bfq_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_28,10,10
epigenomics,fast2bfq_fast2bfq_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_29,10,10
epigenomics,fast2bfq_fast2bfq_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_3,10,10
epigenomics,fast2bfq_fast2bfq_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_30,10,10
epigenomics,fast2bfq_fast2bfq_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_31,10,10
epigenomics,fast2bfq_fast2bfq_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_32,10,10
epigenomics,fast2bfq_fast2bfq_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_33,10,10
epigenomics,fast2bfq_fast2bfq_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_34,10,10
epigenomics,fast2bfq_fast2bfq_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_4,10,10
epigenomics,fast2bfq_fast2bfq_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_5,10,10
epigenomics,fast2bfq_fast2bfq_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_6,10,10
epigenomics,fast2bfq_fast2bfq_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_7,10,10
epigenomics,fast2bfq_fast2bfq_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_8,10,10
epigenomics,fast2bfq_fast2bfq_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_9,10,10
epigenomics,filtercontams_filtercontams_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_1,10,10
epigenomics,filtercontams_filtercontams_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_10,10,10
epigenomics,filtercontams_filtercontams_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_11,10,10
epigenomics,filtercontams_filtercontams_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_12,10,10
epigenomics,filtercontams_filtercontams_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_13,10,10
epigenomics,filtercontams_filtercontams_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_14,10,10
epigenomics,filtercontams_filtercontams_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_15,10,10
epigenomics,filtercontams_filtercontams_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_16,10,10
epigenomics,filtercontams_filtercontams_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_17,10,10
epigenomics,filtercontams_filtercontams_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_18,10,10
epigenomics,filtercontams_filtercontams_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_19,10,10
epigenomics,filtercontams_filtercontams_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_2,10,10
epigenomics,filtercontams_filtercontams_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_20,10,10
epigenomics,filtercontams_filtercontams_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_21,10,10
epigenomics,filtercontams_filtercontams_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_22,10,10
epigenomics,filtercontams_filtercontams_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_23,10,10
epigenomics,filtercontams_filtercontams_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_24,10,10
epigenomics,filtercontams_filtercontams_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_25,10,10
epigenomics,filtercontams_filtercontams_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_26,10,10
epigenomics,filtercontams_filtercontams_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_27,10,10
epigenomics,filtercontams_filtercontams_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_28,10,10
epigenomics,filtercontams_filtercontams_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_29,10,10
epigenomics,filtercontams_filtercontams_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_3,10,10
epigenomics,filtercontams_filtercontams_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_30,10,10
epigenomics,filtercontams_filtercontams_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_31,10,10
epigenomics,filtercontams_filtercontams_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_32,10,10
epigenomics,filtercontams_filtercontams_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_33,10,10
epigenomics,filtercontams_filtercontams_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_34,10,10
epigenomics,filtercontams_filtercontams_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_4,10,10
epigenomics,filtercontams_filtercontams_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_5,10,10
epigenomics,filtercontams_filtercontams_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_6,10,10
epigenomics,filtercontams_filtercontams_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_7,10,10
epigenomics,filtercontams_filtercontams_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_8,10,10
epigenomics,filtercontams_filtercontams_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_9,10,10
epigenomics,map_map_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_1,10,10
epigenomics,map_map_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_10,10,10
epigenomics,map_map_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_11,10,10
epigenomics,map_map_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_12,10,10
epigenomics,map_map_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_13,10,10
epigenomics,map_map_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_14,10,10
epigenomics,map_map_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_15,10,10
epigenomics,map_map_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_16,10,10
epigenomics,map_map_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_17,10,10
epigenomics,map_map_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_18,10,10
epigenomics,map_map_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_19,10,10
epigenomics,map_map_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_2,10,10
epigenomics,map_map_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_20,10,10
epigenomics,map_map_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_21,10,10
epigenomics,map_map_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_22,10,10
epigenomics,map_map_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_23,10,10
epigenomics,map_map_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_24,10,10
epigenomics,map_map_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_25,10,10
epigenomics,map_map_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_26,10,10
epigenomics,map_map_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_27,10,10
epigenomics,map_map_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_28,10,10
epigenomics,map_map_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_29,10,10
epigenomics,map_map_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_3,10,10
epigenomics,map_map_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_30,10,10
epigenomics,map_map_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_31,10,10
epigenomics,map_map_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_32,10,10
epigenomics,map_map_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_33,10,10
epigenomics,map_map_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_34,10,10
epigenomics,map_map_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_4,10,10
epigenomics,map_map_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_5,10,10
epigenomics,map_map_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_6,10,10
epigenomics,map_map_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_7,10,10
epigenomics,map_map_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_8,10,10
epigenomics,map_map_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_9,10,10
epigenomics,sol2sanger_sol2sanger_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_1,10,10
epigenomics,sol2sanger_sol2sanger_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_10,10,10
epigenomics,sol2sanger_sol2sanger_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_11,10,10
epigenomics,sol2sanger_sol2sanger_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_12,10,10
epigenomics,sol2sanger_sol2sanger_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_13,10,10
epigenomics,sol2sanger_sol2sanger_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_14,10,10
epigenomics,sol2sanger_sol2sanger_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_15,10,10
epigenomics,sol2sanger_sol2sanger_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_16,10,10
epigenomics,sol2sanger_sol2sanger_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_17,10,10
epigenomics,sol2sanger_sol2sanger_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_18,10,10
epigenomics,sol2sanger_sol2sanger_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_19,10,10
epigenomics,sol2sanger_sol2sanger_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_2,10,10
epigenomics,sol2sanger_sol2sanger_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_20,10,10
epigenomics,sol2sanger_sol2sanger_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_21,10,10
epigenomics,sol2sanger_sol2sanger_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_22,10,10
epigenomics,sol2sanger_sol2sanger_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_23,10,10
epigenomics,sol2sanger_sol2sanger_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_24,10,10
epigenomics,sol2sanger_sol2sanger_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_25,10,10
epigenomics,sol2sanger_sol2sanger_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_26,10,10
epigenomics,sol2sanger_sol2sanger_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_27,10,10
epigenomics,sol2sanger_sol2sanger_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_28,10,10
epigenomics,sol2sanger_sol2sanger_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_29,10,10
epigenomics,sol2sanger_sol2sanger_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_3,10,10
epigenomics,sol2sanger_sol2sanger_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_30,10,10
epigenomics,sol2sanger_sol2sanger_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_31,10,10
epigenomics,sol2sanger_sol2sanger_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_32,10,10
epigenomics,sol2sanger_sol2sanger_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_33,10,10
epigenomics,sol2sanger_sol2sanger_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_34,10,10
epigenomics,sol2sanger_sol2sanger_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_4,10,10
epigenomics,sol2sanger_sol2sanger_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_5,10,10
epigenomics,sol2sanger_sol2sanger_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_6,10,10
epigenomics,sol2sanger_sol2sanger_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_7,10,10
epigenomics,sol2sanger_sol2sanger_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_8,10,10
epigenomics,sol2sanger_sol2sanger_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_9,10,10
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_4_sequence_1,8,8
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_4_sequence_10,8,8
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_4_sequence_11,8,8
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_4_sequence_12,8,8
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_4_sequence_13,8,8
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_4_sequence_14,8,8
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_4_sequence_15,8,8
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_4_sequence_16,8,8
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_4_sequence_17,8,8
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_4_sequence_18,8,8
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_4_sequence_19,8,8
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_4_sequence_2,8,8
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_4_sequence_20,8,8
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_4_sequence_21,8,8
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_4_sequence_22,8,8
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_4_sequence_23,8,8
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_4_sequence_24,8,8
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_4_sequence_25,8,8
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_4_sequence_26,8,8
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_4_sequence_27,8,8
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_4_sequence_28,8,8
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_4_sequence_3,8,8
